match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
492,1,Royal Challengers Bangalore,Rajasthan Royals,1,1,V Kohli,CH Gayle,KW Richardson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,1,2,V Kohli,CH Gayle,KW Richardson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,1,3,V Kohli,CH Gayle,KW Richardson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,1,4,V Kohli,CH Gayle,KW Richardson,0,0,0,0,0,0,4,0,4,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,1,5,V Kohli,CH Gayle,KW Richardson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,1,6,V Kohli,CH Gayle,KW Richardson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,2,1,CH Gayle,V Kohli,SR Watson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,2,2,CH Gayle,V Kohli,SR Watson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,2,3,CH Gayle,V Kohli,SR Watson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,2,4,CH Gayle,V Kohli,SR Watson,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,2,5,V Kohli,CH Gayle,SR Watson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,2,6,V Kohli,CH Gayle,SR Watson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,3,1,CH Gayle,V Kohli,KW Richardson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,3,2,CH Gayle,V Kohli,KW Richardson,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,3,3,V Kohli,CH Gayle,KW Richardson,0,0,0,0,0,0,0,0,0,V Kohli,caught,R Bhatia
492,1,Royal Challengers Bangalore,Rajasthan Royals,3,4,VH Zol,CH Gayle,KW Richardson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,3,5,VH Zol,CH Gayle,KW Richardson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,3,6,VH Zol,CH Gayle,KW Richardson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,4,1,CH Gayle,VH Zol,SR Watson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,4,2,CH Gayle,VH Zol,SR Watson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,4,3,CH Gayle,VH Zol,SR Watson,0,0,0,0,0,0,4,0,4,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,4,4,CH Gayle,VH Zol,SR Watson,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,4,5,CH Gayle,VH Zol,SR Watson,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,4,6,VH Zol,CH Gayle,SR Watson,0,0,0,0,0,0,4,0,4,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,5,1,CH Gayle,VH Zol,JP Faulkner,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,5,2,VH Zol,CH Gayle,JP Faulkner,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,5,3,CH Gayle,VH Zol,JP Faulkner,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,5,4,VH Zol,CH Gayle,JP Faulkner,0,0,0,0,0,0,4,0,4,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,5,5,VH Zol,CH Gayle,JP Faulkner,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,5,6,VH Zol,CH Gayle,JP Faulkner,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,6,1,CH Gayle,VH Zol,PV Tambe,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,6,2,CH Gayle,VH Zol,PV Tambe,0,0,0,0,0,0,4,0,4,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,6,3,CH Gayle,VH Zol,PV Tambe,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,6,4,CH Gayle,VH Zol,PV Tambe,0,0,0,0,0,0,4,0,4,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,6,5,CH Gayle,VH Zol,PV Tambe,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,6,6,VH Zol,CH Gayle,PV Tambe,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,7,1,CH Gayle,VH Zol,R Tewatia,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,7,2,CH Gayle,VH Zol,R Tewatia,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,7,3,VH Zol,CH Gayle,R Tewatia,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,7,4,CH Gayle,VH Zol,R Tewatia,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,7,5,CH Gayle,VH Zol,R Tewatia,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,7,6,CH Gayle,VH Zol,R Tewatia,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,8,1,VH Zol,CH Gayle,PV Tambe,0,0,0,0,0,0,4,0,4,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,8,2,VH Zol,CH Gayle,PV Tambe,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,8,3,CH Gayle,VH Zol,PV Tambe,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,8,4,CH Gayle,VH Zol,PV Tambe,0,0,0,0,0,0,0,0,0,CH Gayle,caught,SV Samson
492,1,Royal Challengers Bangalore,Rajasthan Royals,8,5,AB de Villiers,VH Zol,PV Tambe,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,8,6,VH Zol,AB de Villiers,PV Tambe,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,9,1,VH Zol,AB de Villiers,R Tewatia,0,0,0,0,0,0,0,0,0,VH Zol,caught,SR Watson
492,1,Royal Challengers Bangalore,Rajasthan Royals,9,2,Yuvraj Singh,AB de Villiers,R Tewatia,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,9,3,Yuvraj Singh,AB de Villiers,R Tewatia,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,9,4,Yuvraj Singh,AB de Villiers,R Tewatia,0,0,0,0,0,0,4,0,4,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,9,5,Yuvraj Singh,AB de Villiers,R Tewatia,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,9,6,AB de Villiers,Yuvraj Singh,R Tewatia,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,10,1,AB de Villiers,Yuvraj Singh,PV Tambe,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,10,2,Yuvraj Singh,AB de Villiers,PV Tambe,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,10,3,Yuvraj Singh,AB de Villiers,PV Tambe,0,0,0,0,0,0,4,0,4,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,10,4,Yuvraj Singh,AB de Villiers,PV Tambe,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,10,5,AB de Villiers,Yuvraj Singh,PV Tambe,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,10,6,Yuvraj Singh,AB de Villiers,PV Tambe,0,0,0,0,0,0,4,0,4,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,11,1,AB de Villiers,Yuvraj Singh,R Tewatia,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,11,2,AB de Villiers,Yuvraj Singh,R Tewatia,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,11,3,Yuvraj Singh,AB de Villiers,R Tewatia,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,11,4,Yuvraj Singh,AB de Villiers,R Tewatia,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,11,5,AB de Villiers,Yuvraj Singh,R Tewatia,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,11,6,Yuvraj Singh,AB de Villiers,R Tewatia,0,0,0,0,0,0,6,0,6,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,12,1,AB de Villiers,Yuvraj Singh,JP Faulkner,0,0,0,0,0,0,0,0,0,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,12,2,AB de Villiers,Yuvraj Singh,JP Faulkner,0,0,0,0,0,0,1,0,1,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,12,3,Yuvraj Singh,AB de Villiers,JP Faulkner,0,0,0,0,0,0,2,0,2,,,
492,1,Royal Challengers Bangalore,Rajasthan Royals,12,4,Yuvraj Singh,AB de Villiers,JP Faulkner,0,0,0,0,0,0,1,0,1,,,
