match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
155,1,Deccan Chargers,Rajasthan Royals,1,1,TL Suman,AC Gilchrist,M Morkel,0,0,0,0,0,0,1,0,1,,,
155,1,Deccan Chargers,Rajasthan Royals,1,2,AC Gilchrist,TL Suman,M Morkel,0,1,0,0,0,0,0,1,1,,,
155,1,Deccan Chargers,Rajasthan Royals,1,3,AC Gilchrist,TL Suman,M Morkel,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,1,4,AC Gilchrist,TL Suman,M Morkel,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,1,5,AC Gilchrist,TL Suman,M Morkel,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,1,6,AC Gilchrist,TL Suman,M Morkel,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,1,7,AC Gilchrist,TL Suman,M Morkel,0,0,0,0,0,0,6,0,6,,,
155,1,Deccan Chargers,Rajasthan Royals,2,1,TL Suman,AC Gilchrist,MM Patel,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,2,2,TL Suman,AC Gilchrist,MM Patel,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,2,3,TL Suman,AC Gilchrist,MM Patel,0,0,0,0,0,0,2,0,2,,,
155,1,Deccan Chargers,Rajasthan Royals,2,4,TL Suman,AC Gilchrist,MM Patel,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,2,5,TL Suman,AC Gilchrist,MM Patel,0,0,0,0,0,0,1,0,1,,,
155,1,Deccan Chargers,Rajasthan Royals,2,6,AC Gilchrist,TL Suman,MM Patel,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,3,1,TL Suman,AC Gilchrist,M Morkel,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,3,2,TL Suman,AC Gilchrist,M Morkel,0,0,0,0,0,0,4,0,4,,,
155,1,Deccan Chargers,Rajasthan Royals,3,3,TL Suman,AC Gilchrist,M Morkel,0,0,0,0,0,0,1,0,1,,,
155,1,Deccan Chargers,Rajasthan Royals,3,4,AC Gilchrist,TL Suman,M Morkel,0,0,0,0,0,0,1,0,1,,,
155,1,Deccan Chargers,Rajasthan Royals,3,5,TL Suman,AC Gilchrist,M Morkel,0,0,0,0,0,0,1,0,1,,,
155,1,Deccan Chargers,Rajasthan Royals,3,6,AC Gilchrist,TL Suman,M Morkel,0,0,0,0,0,0,1,0,1,,,
155,1,Deccan Chargers,Rajasthan Royals,4,1,AC Gilchrist,TL Suman,YK Pathan,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,4,2,AC Gilchrist,TL Suman,YK Pathan,0,0,0,0,0,0,2,0,2,,,
155,1,Deccan Chargers,Rajasthan Royals,4,3,AC Gilchrist,TL Suman,YK Pathan,0,0,0,0,0,0,0,0,0,AC Gilchrist,lbw,
155,1,Deccan Chargers,Rajasthan Royals,4,4,RG Sharma,TL Suman,YK Pathan,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,4,5,RG Sharma,TL Suman,YK Pathan,0,0,0,0,0,0,1,0,1,,,
155,1,Deccan Chargers,Rajasthan Royals,4,6,TL Suman,RG Sharma,YK Pathan,0,0,0,0,0,0,6,0,6,,,
155,1,Deccan Chargers,Rajasthan Royals,5,1,RG Sharma,TL Suman,M Morkel,0,0,0,0,0,0,0,0,0,,,
155,1,Deccan Chargers,Rajasthan Royals,5,2,RG Sharma,TL Suman,M Morkel,0,0,0,0,0,0,1,0,1,,,
