match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,1,A Chopra,BJ Hodge,DW Steyn,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,2,A Chopra,BJ Hodge,DW Steyn,0,0,0,0,0,0,1,0,1,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,3,BJ Hodge,A Chopra,DW Steyn,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,4,BJ Hodge,A Chopra,DW Steyn,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,5,BJ Hodge,A Chopra,DW Steyn,0,0,0,0,0,0,1,0,1,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,6,A Chopra,BJ Hodge,DW Steyn,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,1,BJ Hodge,A Chopra,Z Khan,0,0,0,0,0,0,1,0,1,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,2,A Chopra,BJ Hodge,Z Khan,0,0,0,0,0,0,1,0,1,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,3,BJ Hodge,A Chopra,Z Khan,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,4,BJ Hodge,A Chopra,Z Khan,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,5,BJ Hodge,A Chopra,Z Khan,0,0,0,0,0,0,4,0,4,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,6,BJ Hodge,A Chopra,Z Khan,0,1,0,0,0,0,0,1,1,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,2,7,BJ Hodge,A Chopra,Z Khan,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,1,A Chopra,BJ Hodge,DW Steyn,0,0,0,0,0,0,0,0,0,A Chopra,lbw,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,2,SC Ganguly,BJ Hodge,DW Steyn,0,1,0,0,0,0,0,1,1,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,3,SC Ganguly,BJ Hodge,DW Steyn,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,4,SC Ganguly,BJ Hodge,DW Steyn,0,0,0,0,0,0,4,0,4,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,5,SC Ganguly,BJ Hodge,DW Steyn,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,6,SC Ganguly,BJ Hodge,DW Steyn,0,0,0,0,0,0,1,0,1,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,7,BJ Hodge,SC Ganguly,DW Steyn,0,0,0,0,0,0,4,0,4,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,1,SC Ganguly,BJ Hodge,Z Khan,0,0,0,0,0,0,1,0,1,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,2,BJ Hodge,SC Ganguly,Z Khan,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,3,BJ Hodge,SC Ganguly,Z Khan,0,0,0,0,0,0,0,0,0,BJ Hodge,caught,R Vinay Kumar
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,4,SC Ganguly,DJ Hussey,Z Khan,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,5,SC Ganguly,DJ Hussey,Z Khan,0,0,0,0,0,0,5,0,5,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,6,DJ Hussey,SC Ganguly,Z Khan,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,1,SC Ganguly,DJ Hussey,P Kumar,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,2,SC Ganguly,DJ Hussey,P Kumar,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,3,SC Ganguly,DJ Hussey,P Kumar,0,0,0,0,0,0,1,0,1,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,4,DJ Hussey,SC Ganguly,P Kumar,0,0,0,0,0,0,0,0,0,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,5,DJ Hussey,SC Ganguly,P Kumar,0,0,0,0,0,0,6,0,6,,,
88,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,6,DJ Hussey,SC Ganguly,P Kumar,0,0,0,0,0,0,4,0,4,,,
